"time","geo_value","geo_type","covid","Season","flu","rsv"
"2024-08-24","East","OH Region",169,"2023-2024",0,2
"2024-08-24","North East","OH Region",49,"2023-2024",0,0
"2024-08-24","North West","OH Region",17,"2023-2024",0,0
"2024-08-24","Ontario","Province",681,"2023-2024",29,14
"2024-08-24","Toronto","OH Region",134,"2023-2024",1,2
"2024-08-24","West","OH Region",205,"2023-2024",27,10
"2024-08-31","Central","OH Region",127,"2024-2025",2,2
"2024-08-31","East","OH Region",157,"2024-2025",1,1
"2024-08-31","North East","OH Region",25,"2024-2025",0,0
"2024-08-31","North West","OH Region",19,"2024-2025",0,0
"2024-08-31","Ontario","Province",671,"2024-2025",35,13
"2024-08-31","Toronto","OH Region",153,"2024-2025",1,0
"2024-08-31","West","OH Region",190,"2024-2025",30,10
"2024-09-07","Central","OH Region",118,"2024-2025",3,2
"2024-09-07","East","OH Region",133,"2024-2025",1,0
"2024-09-07","North East","OH Region",32,"2024-2025",2,0
"2024-09-07","North West","OH Region",18,"2024-2025",0,0
"2024-09-07","Ontario","Province",641,"2024-2025",39,15
"2024-09-07","Toronto","OH Region",148,"2024-2025",2,1
"2024-09-07","West","OH Region",192,"2024-2025",32,11
"2024-09-14","Central","OH Region",132,"2024-2025",1,0
"2024-09-14","East","OH Region",136,"2024-2025",1,0
"2024-09-14","North East","OH Region",37,"2024-2025",0,0
"2024-09-14","North West","OH Region",13,"2024-2025",0,0
"2024-09-14","Ontario","Province",669,"2024-2025",40,15
"2024-09-14","Toronto","OH Region",146,"2024-2025",3,2
"2024-09-14","West","OH Region",206,"2024-2025",35,13
"2024-09-21","Central","OH Region",135,"2024-2025",3,2
"2024-09-21","East","OH Region",170,"2024-2025",1,1
"2024-09-21","North East","OH Region",45,"2024-2025",0,0
"2024-09-21","North West","OH Region",13,"2024-2025",0,0
"2024-09-21","Ontario","Province",771,"2024-2025",40,18
"2024-09-21","Toronto","OH Region",163,"2024-2025",3,1
"2024-09-21","West","OH Region",247,"2024-2025",32,14
"2024-09-28","Central","OH Region",138,"2024-2025",2,1
"2024-09-28","East","OH Region",174,"2024-2025",0,2
"2024-09-28","North East","OH Region",56,"2024-2025",0,0
"2024-09-28","North West","OH Region",21,"2024-2025",1,0
"2024-09-28","Ontario","Province",784,"2024-2025",37,16
"2024-09-28","Toronto","OH Region",149,"2024-2025",5,1
"2024-09-28","West","OH Region",247,"2024-2025",28,10
"2024-10-05","Central","OH Region",146,"2024-2025",2,1
"2024-10-05","East","OH Region",171,"2024-2025",0,2
"2024-10-05","North East","OH Region",58,"2024-2025",0,1
"2024-10-05","North West","OH Region",24,"2024-2025",0,0
"2024-10-05","Ontario","Province",794,"2024-2025",37,19
"2024-10-05","Toronto","OH Region",138,"2024-2025",4,2
"2024-10-05","West","OH Region",260,"2024-2025",31,12
"2024-10-12","Central","OH Region",122,"2024-2025",0,3
"2024-10-12","East","OH Region",164,"2024-2025",2,6
"2024-10-12","North East","OH Region",48,"2024-2025",0,0
"2024-10-12","North West","OH Region",23,"2024-2025",0,0
"2024-10-12","Ontario","Province",757,"2024-2025",19,19
"2024-10-12","Toronto","OH Region",128,"2024-2025",4,3
"2024-10-12","West","OH Region",273,"2024-2025",13,6
"2024-10-19","Central","OH Region",142,"2024-2025",4,4
"2024-10-19","East","OH Region",154,"2024-2025",0,4
"2024-10-19","North East","OH Region",59,"2024-2025",0,1
"2024-10-19","North West","OH Region",21,"2024-2025",0,0
"2024-10-19","Ontario","Province",771,"2024-2025",7,13
"2024-10-19","Toronto","OH Region",137,"2024-2025",1,3
"2024-10-19","West","OH Region",258,"2024-2025",1,2
"2024-10-26","Central","OH Region",191,"2024-2025",5,3
"2024-10-26","East","OH Region",164,"2024-2025",0,3
"2024-10-26","North East","OH Region",70,"2024-2025",0,2
"2024-10-26","North West","OH Region",15,"2024-2025",2,0
"2024-10-26","Ontario","Province",867,"2024-2025",14,15
"2024-10-26","Toronto","OH Region",168,"2024-2025",4,4
"2024-10-26","West","OH Region",258,"2024-2025",0,3
"2024-11-02","Central","OH Region",181,"2024-2025",7,3
"2024-11-02","East","OH Region",190,"2024-2025",1,5
"2024-11-02","North East","OH Region",72,"2024-2025",0,2
"2024-11-02","North West","OH Region",19,"2024-2025",3,0
"2024-11-02","Ontario","Province",850,"2024-2025",17,22
"2024-11-02","Toronto","OH Region",133,"2024-2025",2,7
"2024-11-02","West","OH Region",252,"2024-2025",5,2
"2024-11-09","Central","OH Region",143,"2024-2025",4,6
"2024-11-09","East","OH Region",193,"2024-2025",1,17
"2024-11-09","North East","OH Region",53,"2024-2025",0,1
"2024-11-09","North West","OH Region",25,"2024-2025",0,0
"2024-11-09","Ontario","Province",780,"2024-2025",14,38
"2024-11-09","Toronto","OH Region",108,"2024-2025",2,8
"2024-11-09","West","OH Region",260,"2024-2025",5,7
"2024-11-16","Central","OH Region",111,"2024-2025",3,11
"2024-11-16","East","OH Region",168,"2024-2025",2,22
"2024-11-16","North East","OH Region",50,"2024-2025",0,5
"2024-11-16","North West","OH Region",26,"2024-2025",0,0
"2024-11-16","Ontario","Province",688,"2024-2025",15,59
"2024-11-16","Toronto","OH Region",95,"2024-2025",3,13
"2024-11-16","West","OH Region",235,"2024-2025",6,8
"2024-11-23","Central","OH Region",108,"2024-2025",2,11
"2024-11-23","East","OH Region",156,"2024-2025",3,31
"2024-11-23","North East","OH Region",46,"2024-2025",0,5
"2024-11-23","North West","OH Region",23,"2024-2025",0,0
"2024-11-23","Ontario","Province",660,"2024-2025",15,85
"2024-11-23","Toronto","OH Region",103,"2024-2025",3,24
"2024-11-23","West","OH Region",223,"2024-2025",4,15
"2024-11-30","Central","OH Region",107,"2024-2025",5,20
"2024-11-30","East","OH Region",152,"2024-2025",5,32
"2024-11-30","North East","OH Region",41,"2024-2025",0,5
"2024-11-30","North West","OH Region",14,"2024-2025",0,0
"2024-11-30","Ontario","Province",630,"2024-2025",18,108
"2024-11-30","Toronto","OH Region",114,"2024-2025",3,32
"2024-11-30","West","OH Region",205,"2024-2025",7,21
"2024-12-07","Central","OH Region",117,"2024-2025",9,22
"2024-12-07","East","OH Region",134,"2024-2025",11,43
"2024-12-07","North East","OH Region",31,"2024-2025",0,9
"2024-12-07","North West","OH Region",12,"2024-2025",0,0
"2024-12-07","Ontario","Province",605,"2024-2025",30,132
"2024-12-07","Toronto","OH Region",129,"2024-2025",5,36
"2024-12-07","West","OH Region",181,"2024-2025",6,25
"2024-12-14","Central","OH Region",134,"2024-2025",24,28
"2024-12-14","East","OH Region",152,"2024-2025",10,48
"2024-12-14","North East","OH Region",43,"2024-2025",0,8
"2024-12-14","North West","OH Region",14,"2024-2025",1,1
"2024-12-14","Ontario","Province",726,"2024-2025",68,172
"2024-12-14","Toronto","OH Region",146,"2024-2025",18,48
"2024-12-14","West","OH Region",236,"2024-2025",15,40
"2024-12-21","Central","OH Region",159,"2024-2025",43,38
"2024-12-21","East","OH Region",181,"2024-2025",21,54
"2024-12-21","North East","OH Region",44,"2024-2025",1,6
"2024-12-21","North West","OH Region",12,"2024-2025",2,1
"2024-12-21","Ontario","Province",795,"2024-2025",150,202
"2024-12-21","Toronto","OH Region",135,"2024-2025",54,54
"2024-12-21","West","OH Region",264,"2024-2025",27,46
"2024-12-28","Central","OH Region",163,"2024-2025",83,51
"2024-12-28","East","OH Region",248,"2024-2025",24,51
"2024-12-28","North East","OH Region",28,"2024-2025",3,9
"2024-12-28","North West","OH Region",12,"2024-2025",5,3
"2024-12-28","Ontario","Province",870,"2024-2025",227,242
"2024-12-28","Toronto","OH Region",136,"2024-2025",61,66
"2024-12-28","West","OH Region",283,"2024-2025",49,63
"2025-01-04","Central","OH Region",221,"2024-2025",106,72
"2025-01-04","East","OH Region",256,"2024-2025",59,74
"2025-01-04","North East","OH Region",42,"2024-2025",21,14
"2025-01-04","North West","OH Region",24,"2024-2025",12,3
"2025-01-04","Ontario","Province",1043,"2024-2025",420,345
"2025-01-04","Toronto","OH Region",189,"2024-2025",131,100
"2025-01-04","West","OH Region",312,"2024-2025",90,81
"2025-01-11","Central","OH Region",229,"2024-2025",127,77
"2025-01-11","East","OH Region",234,"2024-2025",92,86
"2025-01-11","North East","OH Region",39,"2024-2025",30,14
"2025-01-11","North West","OH Region",28,"2024-2025",12,2
"2025-01-11","Ontario","Province",1017,"2024-2025",501,374
"2025-01-11","Toronto","OH Region",213,"2024-2025",135,97
"2025-01-11","West","OH Region",278,"2024-2025",104,96
"2025-01-18","Central","OH Region",197,"2024-2025",120,52
"2025-01-18","East","OH Region",180,"2024-2025",107,65
"2025-01-18","North East","OH Region",40,"2024-2025",14,12
"2025-01-18","North West","OH Region",19,"2024-2025",10,5
"2025-01-18","Ontario","Province",883,"2024-2025",543,314
"2025-01-18","Toronto","OH Region",204,"2024-2025",150,105
"2025-01-18","West","OH Region",242,"2024-2025",141,73
"2025-01-25","Central","OH Region",141,"2024-2025",120,44
"2025-01-25","East","OH Region",142,"2024-2025",125,49
"2025-01-25","North East","OH Region",33,"2024-2025",19,7
"2025-01-25","North West","OH Region",8,"2024-2025",9,6
"2025-01-25","Ontario","Province",690,"2024-2025",551,263
"2025-01-25","Toronto","OH Region",179,"2024-2025",121,86
"2025-01-25","West","OH Region",188,"2024-2025",157,71
"2025-02-01","Central","OH Region",142,"2024-2025",154,46
"2025-02-01","East","OH Region",118,"2024-2025",127,40
"2025-02-01","North East","OH Region",26,"2024-2025",33,7
"2025-02-01","North West","OH Region",5,"2024-2025",17,8
"2025-02-01","Ontario","Province",597,"2024-2025",665,255
"2025-02-01","Toronto","OH Region",151,"2024-2025",143,85
"2025-02-01","West","OH Region",154,"2024-2025",191,71
"2025-02-08","Central","OH Region",121,"2024-2025",151,31
"2025-02-08","East","OH Region",105,"2024-2025",156,47
"2025-02-08","North East","OH Region",21,"2024-2025",45,8
"2025-02-08","North West","OH Region",3,"2024-2025",24,4
"2025-02-08","Ontario","Province",519,"2024-2025",719,212
"2025-02-08","Toronto","OH Region",128,"2024-2025",144,79
"2025-02-08","West","OH Region",143,"2024-2025",199,42
"2025-02-15","Central","OH Region",106,"2024-2025",152,33
"2025-02-15","East","OH Region",101,"2024-2025",171,32
"2025-02-15","North East","OH Region",16,"2024-2025",46,7
"2025-02-15","North West","OH Region",9,"2024-2025",23,3
"2025-02-15","Ontario","Province",497,"2024-2025",718,170
"2025-02-15","Toronto","OH Region",120,"2024-2025",129,60
"2025-02-15","West","OH Region",144,"2024-2025",196,35
"2025-02-22","Central","OH Region",84,"2024-2025",119,20
"2025-02-22","East","OH Region",86,"2024-2025",157,36
"2025-02-22","North East","OH Region",23,"2024-2025",33,10
"2025-02-22","North West","OH Region",7,"2024-2025",25,1
"2025-02-22","Ontario","Province",448,"2024-2025",619,151
"2025-02-22","Toronto","OH Region",116,"2024-2025",114,56
"2025-02-22","West","OH Region",134,"2024-2025",174,28
"2025-03-01","Central","OH Region",74,"2024-2025",92,9
"2025-03-01","East","OH Region",60,"2024-2025",146,26
"2025-03-01","North East","OH Region",23,"2024-2025",34,7
"2025-03-01","North West","OH Region",5,"2024-2025",27,4
"2025-03-01","Ontario","Province",350,"2024-2025",535,131
"2025-03-01","Toronto","OH Region",89,"2024-2025",97,56
"2025-03-01","West","OH Region",103,"2024-2025",138,28
"2025-03-08","Central","OH Region",61,"2024-2025",103,12
"2025-03-08","East","OH Region",43,"2024-2025",126,21
"2025-03-08","North East","OH Region",9,"2024-2025",38,7
"2025-03-08","North West","OH Region",3,"2024-2025",32,6
"2025-03-08","Ontario","Province",276,"2024-2025",518,124
"2025-03-08","Toronto","OH Region",78,"2024-2025",107,52
"2025-03-08","West","OH Region",81,"2024-2025",115,26
"2025-03-15","Central","OH Region",49,"2024-2025",85,13
"2025-03-15","East","OH Region",28,"2024-2025",125,21
"2025-03-15","North East","OH Region",4,"2024-2025",35,3
"2025-03-15","North West","OH Region",3,"2024-2025",23,4
"2025-03-15","Ontario","Province",201,"2024-2025",478,112
"2025-03-15","Toronto","OH Region",50,"2024-2025",106,47
"2025-03-15","West","OH Region",65,"2024-2025",106,22
"2025-03-22","Central","OH Region",56,"2024-2025",93,12
"2025-03-22","East","OH Region",26,"2024-2025",91,14
"2025-03-22","North East","OH Region",4,"2024-2025",33,1
"2025-03-22","North West","OH Region",1,"2024-2025",8,4
"2025-03-22","Ontario","Province",178,"2024-2025",379,84
"2025-03-22","Toronto","OH Region",41,"2024-2025",67,38
"2025-03-22","West","OH Region",51,"2024-2025",88,17
"2025-03-29","Central","OH Region",40,"2024-2025",66,7
"2025-03-29","East","OH Region",39,"2024-2025",85,16
"2025-03-29","North East","OH Region",7,"2024-2025",16,3
"2025-03-29","North West","OH Region",0,"2024-2025",11,6
"2025-03-29","Ontario","Province",172,"2024-2025",291,77
"2025-03-29","Toronto","OH Region",38,"2024-2025",51,32
"2025-03-29","West","OH Region",45,"2024-2025",64,13
"2025-04-05","Central","OH Region",40,"2024-2025",61,6
"2025-04-05","East","OH Region",28,"2024-2025",55,12
"2025-04-05","North East","OH Region",3,"2024-2025",15,5
"2025-04-05","North West","OH Region",2,"2024-2025",8,3
"2025-04-05","Ontario","Province",134,"2024-2025",221,62
"2025-04-05","Toronto","OH Region",28,"2024-2025",39,22
"2025-04-05","West","OH Region",32,"2024-2025",43,12
"2025-04-12","Central","OH Region",19,"2024-2025",61,6
"2025-04-12","East","OH Region",29,"2024-2025",36,13
"2025-04-12","North East","OH Region",7,"2024-2025",9,2
"2025-04-12","North West","OH Region",0,"2024-2025",3,2
"2025-04-12","Ontario","Province",112,"2024-2025",181,45
"2025-04-12","Toronto","OH Region",22,"2024-2025",34,10
"2025-04-12","West","OH Region",35,"2024-2025",37,11
"2025-04-19","Central","OH Region",26,"2024-2025",54,5
"2025-04-19","East","OH Region",43,"2024-2025",24,14
"2025-04-19","North East","OH Region",11,"2024-2025",8,2
"2025-04-19","North West","OH Region",0,"2024-2025",1,1
"2025-04-19","Ontario","Province",143,"2024-2025",150,44
"2025-04-19","Toronto","OH Region",26,"2024-2025",31,13
"2025-04-19","West","OH Region",37,"2024-2025",31,8
"2025-04-26","Central","OH Region",30,"2024-2025",36,3
"2025-04-26","East","OH Region",35,"2024-2025",28,8
"2025-04-26","North East","OH Region",4,"2024-2025",4,0
"2025-04-26","North West","OH Region",1,"2024-2025",2,2
"2025-04-26","Ontario","Province",131,"2024-2025",135,30
"2025-04-26","Toronto","OH Region",30,"2024-2025",31,12
"2025-04-26","West","OH Region",30,"2024-2025",34,3
"2025-05-03","Central","OH Region",28,"2024-2025",28,2
"2025-05-03","East","OH Region",23,"2024-2025",24,9
"2025-05-03","North East","OH Region",9,"2024-2025",2,0
"2025-05-03","North West","OH Region",2,"2024-2025",1,2
"2025-05-03","Ontario","Province",111,"2024-2025",105,28
"2025-05-03","Toronto","OH Region",27,"2024-2025",25,13
"2025-05-03","West","OH Region",24,"2024-2025",23,2
"2025-05-10","Central","OH Region",25,"2024-2025",20,3
"2025-05-10","East","OH Region",19,"2024-2025",15,6
"2025-05-10","North East","OH Region",6,"2024-2025",4,0
"2025-05-10","North West","OH Region",0,"2024-2025",0,0
"2025-05-10","Ontario","Province",112,"2024-2025",84,22
"2025-05-10","Toronto","OH Region",33,"2024-2025",24,9
"2025-05-10","West","OH Region",28,"2024-2025",20,2
